question,worker,answer
915,7,0.51487414
915,8,0.72997712
916,0,0.6201373
916,1,0.60640732
916,2,0.61556064
916,3,0.62929062
916,4,0.56292906
916,5,0.60640732
916,6,0.75286041
916,8,0.74599542
917,0,0.61098398
917,1,0.60183066
917,3,0.6201373
917,4,0.60411899
917,5,0.66361556
917,6,0.74370709
917,7,0.48512586
917,8,0.78947368
918,0,0.62242563
918,1,0.60183066
918,2,0.61556064
918,3,0.60183066
918,4,0.53775744
918,5,0.62700229
918,6,0.71853547
918,7,0.58352403
918,8,0.76430206
919,0,0.62242563
919,2,0.62700229
919,3,0.64988558
919,4,0.61327231
919,5,0.66819222
919,6,0.73684211
919,7,0.54462243
919,8,0.72997712
920,0,0.62929062
920,2,0.63386728
920,4,0.57894737
920,5,0.66819222
920,6,0.70022883
920,7,0.40732265
921,0,0.61784897
921,1,0.61556064
921,2,0.61556064
921,3,0.6819222
921,5,0.66361556
921,6,0.75743707
921,7,0.54004577
921,8,0.73913043
922,0,0.64530892
922,1,0.6201373
922,2,0.63386728
922,3,0.71167048
922,4,0.57894737
922,5,0.65217391
922,6,0.65675057
923,1,0.61556064
923,2,0.60640732
923,3,0.64988558
923,6,0.73684211
923,7,0.55148741
923,8,0.73455378
924,0,0.61784897
924,1,0.61556064
924,2,0.63844394
924,3,0.68649886
924,6,0.77345538
925,0,0.6201373
925,1,0.59954233
925,2,0.62242563
925,3,0.64988558
925,4,0.55148741
925,5,0.6201373
925,6,0.71167048
925,7,0.47597254
925,8,0.70480549
926,0,0.61098398
926,2,0.61327231
926,4,0.59954233
926,6,0.75286041
926,8,0.71395881
927,0,0.63615561
927,2,0.61784897
927,3,0.67048055
927,4,0.66590389
927,5,0.66361556
927,6,0.68421053
927,7,0.42105263
927,8,0.81006865
928,0,0.62929062
928,2,0.63615561
928,3,0.66132723
928,4,0.62929062
928,5,0.68878719
928,6,0.69336384
928,7,0.53318078
928,8,0.68878719
929,0,0.62471396
929,1,0.60411899
929,3,0.66361556
929,4,0.57437071
929,5,0.68878719
929,6,0.75286041
929,7,0.52173913
929,8,0.8375286
930,0,0.62471396
930,2,0.62471396
930,3,0.67048055
930,4,0.62700229
930,5,0.64759725
930,6,0.77574371
930,7,0.44393593
930,8,0.74599542
931,0,0.65675057
931,1,0.63386728
931,2,0.65446224
931,4,0.60640732
931,5,0.70709382
931,6,0.64759725
931,7,0.43935927
931,8,0.74370709
932,0,0.63615561
932,1,0.62471396
932,2,0.62242563
932,3,0.64073227
932,5,0.65446224
932,6,0.76430206
932,8,0.79176201
933,0,0.60640732
933,1,0.61784897
933,4,0.62700229
933,5,0.66819222
933,6,0.70022883
933,7,0.50800915
933,8,0.8215103
934,0,0.64073227
934,1,0.63157895
934,2,0.63386728
934,3,0.66819222
934,4,0.63157895
934,6,0.73913043
934,7,0.51716247
934,8,0.82379863
935,2,0.63157895
935,3,0.66361556
935,4,0.52173913
935,5,0.66819222
935,7,0.49885584
935,8,0.79176201
936,0,0.62471396
936,1,0.62700229
936,2,0.64530892
936,3,0.6819222
936,4,0.57437071
936,5,0.67734554
936,6,0.66590389
936,7,0.5194508
936,8,0.81464531
937,1,0.63386728
937,2,0.64759725
937,3,0.65217391
937,4,0.64073227
937,5,0.70480549
937,6,0.70709382
937,7,0.46224256
937,8,0.70022883
938,0,0.62929062
938,1,0.63844394
938,2,0.64530892
938,3,0.67276888
938,4,0.61556064
938,5,0.66361556
938,6,0.81006865
938,7,0.50800915
939,0,0.63844394
939,1,0.63844394
939,2,0.64073227
939,3,0.71395881
939,4,0.57894737
939,5,0.66819222
939,6,0.75286041
939,7,0.56979405
939,8,0.74828375
940,0,0.63386728
940,1,0.61784897
940,2,0.64988558
940,3,0.69336384
940,4,0.58810069
940,5,0.6819222
940,6,0.72540046
940,7,0.50572082
940,8,0.72768879
941,0,0.67963387
941,1,0.64759725
941,2,0.64759725
941,5,0.73684211
941,6,0.75514874
941,7,0.43020595
941,8,0.84210526
942,0,0.65675057
942,1,0.65217391
942,2,0.66590389
942,5,0.67734554
942,6,0.78947368
942,7,0.51258581
942,8,0.76659039
943,0,0.63386728
943,1,0.63844394
943,2,0.65217391
943,3,0.70938215
943,4,0.56521739
943,6,0.7826087
943,7,0.46681922
943,8,0.81922197
944,0,0.65675057
944,1,0.66132723
944,2,0.66361556
944,3,0.69336384
944,4,0.62929062
944,7,0.57437071
944,8,0.8215103
945,0,0.65675057
945,1,0.65675057
945,2,0.67048055
945,3,0.6819222
945,6,0.75057208
945,7,0.5583524
945,8,0.73684211
946,1,0.63615561
946,2,0.63615561
946,4,0.67048055
946,5,0.7208238
946,6,0.81464531
946,8,0.74828375
947,0,0.67276888
947,1,0.64530892
947,2,0.64988558
947,4,0.64073227
947,6,0.81464531
947,7,0.42791762
947,8,0.84210526
948,1,0.64302059
948,2,0.64759725
948,3,0.70709382
948,4,0.68421053
948,5,0.73226545
948,6,0.78947368
948,8,0.75286041
949,0,0.64073227
949,1,0.65217391
949,2,0.67048055
949,3,0.72311213
949,4,0.64988558
949,6,0.77116705
949,7,0.60411899
949,8,0.79633867
950,0,0.63615561
950,1,0.65217391
950,2,0.67505721
950,3,0.64073227
950,6,0.80320366
950,7,0.47368421
950,8,0.75286041
951,1,0.65675057
951,2,0.67963387
951,3,0.66132723
951,5,0.70022883
951,6,0.78947368
951,7,0.66132723
951,8,0.78032037
952,1,0.63844394
952,2,0.66590389
952,3,0.71167048
952,5,0.68878719
952,6,0.82379863
952,7,0.5423341
952,8,0.7826087
953,0,0.69336384
953,1,0.66590389
953,2,0.67276888
953,4,0.66819222
953,5,0.70022883
953,6,0.83295195
953,7,0.47826087
953,8,0.76887872
954,0,0.66819222
954,1,0.66590389
954,2,0.66132723
954,3,0.68649886
954,4,0.68421053
954,5,0.70251716
954,6,0.71395881
954,7,0.47597254
954,8,0.75057208
955,0,0.66132723
955,1,0.66819222
955,2,0.6590389
955,4,0.64988558
955,5,0.68649886
955,6,0.7208238
955,8,0.81693364
956,0,0.67505721
956,1,0.66819222
956,3,0.6819222
956,4,0.63157895
956,5,0.70709382
956,6,0.73684211
956,7,0.58352403
956,8,0.76201373
957,0,0.64073227
957,1,0.66132723
957,3,0.67048055
957,5,0.73913043
957,8,0.76659039
958,0,0.67276888
958,1,0.67048055
958,2,0.69336384
958,3,0.68878719
958,4,0.66819222
958,5,0.70251716
958,6,0.8375286
958,8,0.76201373
959,0,0.67505721
959,1,0.66819222
959,2,0.67963387
959,3,0.67048055
959,4,0.67963387
959,5,0.70938215
959,6,0.69107551
959,7,0.53775744
959,8,0.80091533
960,0,0.68421053
960,1,0.66132723
960,2,0.67276888
960,3,0.75286041
960,4,0.62929062
960,5,0.68421053
960,6,0.80778032
960,7,0.56064073
960,8,0.85125858
961,0,0.66819222
961,1,0.67505721
961,2,0.69565217
961,3,0.70938215
961,4,0.62929062
961,5,0.72768879
961,6,0.81006865
961,7,0.68421053
961,8,0.88329519
962,0,0.67505721
962,1,0.66132723
962,2,0.66819222
962,3,0.70251716
962,5,0.7208238
962,6,0.85125858
962,7,0.5194508
962,8,0.77345538
963,1,0.66819222
963,2,0.68421053
963,3,0.7208238
963,5,0.7208238
963,6,0.798627
963,7,0.57437071
963,8,0.91075515
964,0,0.66361556
964,1,0.66819222
964,2,0.67505721
964,3,0.72540046
964,5,0.71167048
964,6,0.70709382
964,7,0.66361556
964,8,0.76201373
965,0,0.68878719
965,1,0.6819222
965,2,0.69336384
965,3,0.73684211
965,4,0.65675057
965,5,0.7208238
965,6,0.74141876
965,7,0.597254
965,8,0.86727689
966,0,0.66132723
966,1,0.65675057
966,2,0.67505721
966,3,0.72768879
966,4,0.66361556
966,6,0.71395881
966,7,0.45537757
966,8,0.77116705
967,0,0.68649886
967,1,0.69107551
967,2,0.67963387
967,3,0.70480549
967,4,0.67963387
967,6,0.76887872
967,8,0.7826087
968,0,0.66819222
968,1,0.67505721
968,2,0.6819222
968,3,0.70251716
968,4,0.60869565
968,5,0.72997712
968,6,0.77803204
968,7,0.60640732
968,8,0.77803204
969,1,0.6590389
969,2,0.6819222
969,3,0.71853547
969,4,0.69107551
969,5,0.71167048
969,6,0.71395881
969,7,0.48283753
969,8,0.80091533
970,0,0.68878719
970,1,0.66590389
970,2,0.68421053
970,3,0.70022883
970,4,0.63157895
970,5,0.72997712
970,7,0.67048055
970,8,0.84210526
971,0,0.68649886
971,1,0.67048055
971,2,0.68649886
971,3,0.70709382
971,4,0.63844394
971,5,0.72311213
971,6,0.87185355
971,7,0.51487414
971,8,0.84210526
972,0,0.68649886
972,1,0.67963387
972,2,0.6819222
972,3,0.72768879
972,4,0.63157895
972,5,0.75057208
972,6,0.72311213
972,7,0.78489703
972,8,0.77803204
973,1,0.67505721
973,2,0.6819222
973,3,0.72768879
973,4,0.72311213
973,5,0.73455378
973,6,0.86727689
973,7,0.67276888
973,8,0.76659039
974,0,0.6819222
974,1,0.67276888
974,2,0.67963387
974,3,0.67048055
974,5,0.72768879
974,6,0.8604119
974,7,0.5194508
974,8,0.77345538
975,0,0.65675057
975,1,0.65217391
975,2,0.6819222
975,3,0.7208238
975,4,0.64759725
975,5,0.74370709
975,7,0.56750572
975,8,0.80091533
976,0,0.6819222
976,1,0.67505721
976,3,0.70938215
976,4,0.62929062
976,5,0.73455378
976,6,0.84668192
976,7,0.62929062
976,8,0.80778032
977,2,0.67505721
977,4,0.66361556
977,5,0.73684211
977,6,0.74141876
977,7,0.61784897
977,8,0.76201373
978,0,0.67734554
978,1,0.67048055
978,2,0.68649886
978,3,0.72540046
978,4,0.66819222
978,5,0.72997712
978,6,0.80778032
978,7,0.60183066
978,8,0.82379863
979,0,0.72540046
979,1,0.69336384
979,2,0.70709382
979,4,0.6590389
979,5,0.70251716
979,6,0.73226545
979,7,0.67505721
979,8,0.93135011
980,0,0.68421053
980,1,0.68421053
980,2,0.70480549
980,3,0.74370709
980,4,0.68878719
980,6,0.85812357
980,7,0.5812357
980,8,0.80549199
981,0,0.71167048
981,1,0.70022883
981,2,0.70022883
981,3,0.76201373
981,4,0.64073227
981,5,0.7597254
981,6,0.80091533
981,7,0.56292906
981,8,0.80778032
982,0,0.6979405
982,1,0.66590389
982,2,0.67963387
982,3,0.74828375
982,4,0.64073227
982,6,0.77345538
982,8,0.84439359
983,0,0.6979405
983,1,0.69565217
983,2,0.69565217
983,4,0.60640732
983,6,0.73455378
983,8,0.80091533
984,0,0.71624714
984,1,0.68649886
984,2,0.69336384
984,6,0.66361556
984,7,0.56292906
984,8,0.85812357
985,0,0.69336384
985,2,0.68649886
985,4,0.6201373
985,7,0.64073227
985,8,0.78718535
986,1,0.70709382
986,2,0.70709382
986,3,0.76887872
986,4,0.72540046
986,5,0.75057208
986,6,0.75743707
986,7,0.62471396
986,8,0.92448513
987,0,0.70938215
987,1,0.6979405
987,2,0.6979405
987,3,0.76659039
987,4,0.71624714
987,5,0.74370709
987,7,0.61556064
987,8,0.85354691
988,0,0.6979405
988,1,0.6979405
988,2,0.6819222
988,3,0.73455378
988,4,0.66819222
988,5,0.74370709
988,6,0.87185355
988,7,0.64530892
988,8,0.80091533
989,0,0.71395881
989,1,0.69107551
989,2,0.69565217
989,3,0.72997712
989,4,0.71395881
989,6,0.78718535
989,7,0.45080092
990,0,0.71395881
990,1,0.68878719
990,2,0.70709382
990,3,0.75286041
990,4,0.66590389
990,5,0.73684211
990,6,0.80320366
990,7,0.61556064
990,8,0.80778032
991,0,0.67963387
991,1,0.69107551
991,2,0.67734554
991,3,0.73455378
991,5,0.73226545
991,7,0.59496568
991,8,0.79633867
992,0,0.68649886
992,1,0.69336384
992,2,0.70251716
992,3,0.72311213
992,4,0.66132723
992,5,0.72997712
992,6,0.84897025
992,7,0.70709382
992,8,0.89702517
993,0,0.69565217
993,1,0.69336384
993,2,0.71853547
993,3,0.73684211
993,4,0.66819222
993,5,0.76201373
993,6,0.91075515
993,7,0.48512586
993,8,0.77345538
994,1,0.6979405
994,2,0.70938215
994,3,0.72540046
994,5,0.73684211
994,6,0.88329519
994,7,0.69565217
994,8,0.798627
995,0,0.69336384
995,1,0.68878719
995,2,0.7208238
995,3,0.71395881
995,5,0.73684211
995,6,0.75743707
995,7,0.59954233
995,8,0.81006865
996,0,0.71624714
996,1,0.71624714
996,2,0.72311213
996,3,0.77803204
996,4,0.6819222
996,5,0.74141876
996,6,0.71624714
996,7,0.64302059
996,8,0.84897025
997,0,0.72540046
997,1,0.70022883
997,2,0.72311213
997,3,0.74141876
997,5,0.75743707
997,7,0.71853547
997,8,0.83066362
998,1,0.69565217
998,2,0.6979405
998,4,0.66590389
998,5,0.74828375
998,6,0.94736842
998,7,0.63386728
998,8,0.76887872
999,0,0.70709382
999,1,0.70480549
999,2,0.70938215
999,3,0.78947368
999,6,0.95194508
999,7,0.63157895
999,8,0.82608696
1000,0,0.71853547
1000,1,0.70022883
1000,2,0.69565217
1000,4,0.71853547
1000,5,0.76659039
1000,6,0.83981693
1000,8,0.84668192
1001,0,0.71624714
1001,1,0.70251716
1001,2,0.72997712
1001,3,0.70938215
1001,4,0.68878719
1001,6,0.75286041
1001,7,0.62471396
1001,8,0.81922197
1002,0,0.7208238
1002,1,0.71395881
1002,2,0.72768879
1002,3,0.72768879
1002,6,0.87643021
1002,7,0.56979405
1002,8,0.87414188
1003,1,0.70480549
1003,2,0.70480549
1003,3,0.73684211
1003,4,0.69336384
1003,5,0.72997712
1003,6,0.81006865
1003,7,0.597254
1003,8,0.88100686
1004,0,0.69107551
1004,1,0.70938215
1004,2,0.71624714
1004,3,0.77116705
1004,4,0.71167048
1004,5,0.72768879
1004,6,0.81922197
1004,7,0.56064073
1005,0,0.70709382
1005,1,0.70938215
1005,3,0.75286041
1005,4,0.69336384
1005,5,0.76659039
1005,6,0.87643021
1005,8,0.84439359
1006,0,0.7208238
1006,2,0.71395881
1006,3,0.75514874
1006,5,0.78718535
1006,6,0.84897025
1006,7,0.60869565
1006,8,0.86270023
1007,0,0.73226545
1007,1,0.70938215
1007,2,0.72311213
1007,3,0.72311213
1007,4,0.6590389
1007,5,0.74141876
1007,6,0.7597254
1007,7,0.45080092
1007,8,0.75286041
1008,0,0.71624714
1008,1,0.72311213
1008,2,0.73455378
1008,5,0.79176201
1008,6,0.81235698
1008,7,0.64302059
1008,8,0.83524027
1009,0,0.68878719
1009,1,0.70251716
1009,2,0.6979405
1009,3,0.71395881
1009,4,0.64302059
1009,6,0.85812357
1009,7,0.59496568
1009,8,0.89016018
1010,0,0.73226545
1010,1,0.71853547
1010,3,0.76201373
1010,4,0.69565217
1010,5,0.77116705
1010,6,0.86270023
1010,7,0.59496568
1010,8,0.8375286
1011,0,0.70938215
1011,2,0.72311213
1011,3,0.71624714
1011,4,0.6819222
1011,5,0.7597254
1011,6,0.84210526
1011,7,0.62471396
1011,8,0.81693364
1012,0,0.71853547
1012,2,0.72997712
1012,3,0.74828375
1012,4,0.70251716
1012,5,0.76430206
1012,7,0.52402746
1012,8,0.96796339
1013,0,0.70480549
1013,1,0.71395881
1013,2,0.71624714
1013,3,0.75286041
1013,4,0.67963387
1013,5,0.72768879
1013,6,0.87643021
1013,7,0.73684211
1014,0,0.72768879
1014,2,0.73684211
1014,3,0.73684211
1014,4,0.76887872
1014,5,0.78947368
1014,6,0.81922197
1014,7,0.61556064
1014,8,0.94508009
1015,0,0.71395881
1015,1,0.70709382
1015,2,0.7208238
1015,4,0.65217391
1015,5,0.74599542
1015,6,0.83981693
1015,7,0.60183066
1015,8,0.87414188
1016,0,0.68878719
1016,1,0.71853547
1016,2,0.71624714
1016,3,0.78032037
1016,4,0.62700229
1016,5,0.74141876
1016,6,0.63157895
1016,7,0.54004577
1016,8,0.8993135
1017,0,0.72768879
1017,1,0.6979405
1017,2,0.71624714
1017,3,0.77345538
1017,6,0.80091533
1017,7,0.61098398
1017,8,0.74828375
1018,0,0.73226545
1018,1,0.72311213
1018,2,0.72997712
1018,3,0.71167048
1018,4,0.69565217
1018,5,0.77803204
1018,6,0.87185355
1018,7,0.70480549
1018,8,0.81464531
1019,0,0.73226545
1019,1,0.71395881
1019,2,0.72997712
1019,3,0.73226545
1019,4,0.6819222
1019,5,0.72997712
1019,6,0.81235698
1019,7,0.68649886
1019,8,0.83524027
1020,0,0.71167048
1020,1,0.71624714
1020,2,0.72997712
1020,3,0.70251716
1020,5,0.73913043
1020,6,0.80778032
1020,7,0.67505721
1020,8,0.84668192
1021,0,0.71624714
1021,1,0.6979405
1021,2,0.70938215
1021,3,0.72997712
1021,4,0.69565217
1021,5,0.7597254
1021,6,0.76887872
1021,7,0.64759725
1021,8,0.82837529
1022,0,0.72311213
1022,1,0.71167048
1022,2,0.7208238
1022,3,0.76887872
1022,4,0.70709382
1022,7,0.59038902
1022,8,0.73913043
1023,0,0.74370709
1023,1,0.72311213
1023,2,0.74828375
1023,3,0.75743707
1023,5,0.78489703
1023,6,0.90389016
1023,7,0.53089245
1023,8,0.88787185
1024,0,0.74370709
1024,2,0.73684211
1024,3,0.77574371
1024,4,0.73913043
1024,5,0.78489703
1024,6,0.87643021
1024,8,0.89244851
1025,1,0.71624714
1025,2,0.73455378
1025,3,0.7208238
1025,4,0.65446224
1025,5,0.76201373
1025,6,0.88329519
1025,7,0.60640732
1025,8,0.93363844
1026,0,0.71624714
1026,1,0.71624714
1026,2,0.74370709
1026,3,0.77345538
1026,4,0.67734554
1026,5,0.81235698
1026,6,0.73455378
1026,7,0.60183066
1026,8,0.8215103
1027,0,0.72540046
1027,2,0.73684211
1027,3,0.74370709
1027,4,0.70480549
1027,5,0.76201373
1027,6,0.82608696
1027,7,0.69107551
1027,8,0.81922197
1028,0,0.73455378
1028,2,0.73226545
1028,4,0.71853547
1028,5,0.76659039
1028,6,0.82379863
1028,7,0.64302059
1028,8,0.73913043
1029,0,0.73455378
1029,1,0.71853547
1029,3,0.74828375
1029,4,0.74599542
1029,5,0.74599542
1029,7,0.7208238
1029,8,0.8375286
1030,0,0.73226545
1030,1,0.71853547
1030,2,0.7208238
1030,3,0.75286041
1030,4,0.71853547
1030,5,0.76659039
1030,6,0.81693364
1030,7,0.6979405
1030,8,0.89702517
1031,0,0.72311213
1031,1,0.70938215
1031,2,0.69336384
1031,3,0.71624714
1031,5,0.76659039
1031,6,0.78947368
1031,7,0.57665904
1031,8,0.81922197
1032,0,0.72997712
1032,1,0.71395881
1032,2,0.72997712
1032,4,0.69565217
1032,7,0.49885584
1032,8,0.9610984
1033,0,0.74828375
1033,1,0.71853547
1033,2,0.72997712
1033,3,0.73455378
1033,5,0.79405034
1033,6,0.8215103
1033,7,0.71853547
1033,8,0.85354691
1034,0,0.72768879
1034,1,0.72997712
1034,2,0.72997712
1034,3,0.77574371
1034,4,0.66819222
1034,5,0.73913043
1034,6,0.88329519
1034,7,0.70938215
1034,8,0.86270023
1035,0,0.72768879
1035,1,0.72768879
1035,2,0.73913043
1035,4,0.69107551
1035,5,0.77574371
1035,6,0.73913043
1035,7,0.53775744
1035,8,0.80778032
1036,0,0.73684211
1036,1,0.72311213
1036,3,0.75743707
1036,4,0.67048055
1036,5,0.76887872
1036,6,0.93135011
1036,7,0.71624714
1036,8,0.86498856
1037,0,0.72540046
1037,1,0.70938215
1037,2,0.71853547
1037,3,0.77116705
1037,4,0.70480549
1037,5,0.77116705
1037,6,0.85583524
1037,8,0.7597254
1038,0,0.72540046
1038,1,0.72311213
1038,2,0.71624714
1038,3,0.76659039
1038,7,0.64988558
1038,8,0.89473684
1039,0,0.72997712
1039,1,0.73684211
1039,2,0.72997712
1039,4,0.71167048
1039,5,0.77803204
1039,6,0.84439359
1039,8,0.90160183
1040,0,0.74370709
1040,1,0.74370709
1040,2,0.74828375
1040,3,0.77345538
1040,5,0.79176201
1040,6,0.90160183
1040,7,0.64530892
1040,8,0.93592677
1041,0,0.73226545
1041,1,0.71853547
1041,3,0.71624714
1041,4,0.6590389
1041,7,0.72997712
1041,8,0.81235698
1042,0,0.73913043
1042,1,0.72768879
1042,2,0.75514874
1042,3,0.7597254
1042,4,0.69336384
1042,6,0.76430206
1042,7,0.7208238
1042,8,0.87643021
1043,0,0.73226545
1043,1,0.72311213
1043,2,0.73226545
1043,3,0.7597254
1043,4,0.7208238
1043,5,0.75514874
1043,6,0.80091533
1043,7,0.66590389
1043,8,0.88787185
1044,0,0.74828375
1044,1,0.72540046
1044,2,0.73455378
1044,3,0.80320366
1044,5,0.798627
1044,6,0.83295195
1044,7,0.65446224
1044,8,0.88100686
1045,0,0.74828375
1045,2,0.74828375
1045,3,0.7826087
1045,4,0.71395881
1045,5,0.79633867
1045,6,0.92448513
1045,7,0.67048055
1045,8,0.83066362
1046,0,0.73684211
1046,1,0.73455378
1046,2,0.72997712
1046,3,0.80091533
1046,4,0.71853547
1046,5,0.75286041
1046,6,0.84210526
1046,7,0.59954233
1046,8,0.75743707
1047,0,0.72997712
1047,1,0.71395881
1047,2,0.72540046
1047,3,0.76430206
1047,4,0.6979405
1047,5,0.74141876
1047,6,0.85583524
1047,7,0.60869565
1047,8,0.86956522
1048,1,0.73913043
1048,2,0.73684211
1048,3,0.75514874
1048,5,0.76430206
1048,6,0.81693364
1048,7,0.57208238
1048,8,0.86727689
1049,0,0.72997712
1049,1,0.74599542
1049,2,0.75057208
1049,4,0.75286041
1049,6,0.87871854
1049,7,0.61098398
1049,8,0.84668192
1050,0,0.73226545
1050,1,0.72311213
1050,2,0.72997712
1050,4,0.70251716
1050,5,0.78032037
1050,6,0.93363844
1050,7,0.59496568
1050,8,0.89473684
1051,0,0.75514874
1051,1,0.72997712
1051,2,0.73913043
1051,3,0.76659039
1051,4,0.69107551
1051,5,0.75286041
1051,6,0.90160183
1051,7,0.58352403
1051,8,0.86498856
1052,0,0.73226545
1052,1,0.71853547
1052,2,0.72997712
1052,4,0.67734554
1052,6,0.83981693
1052,7,0.63615561
1052,8,0.80778032
1053,0,0.72311213
1053,2,0.74141876
1053,3,0.76887872
1053,4,0.70938215
1053,5,0.76887872
1053,6,0.88100686
1053,7,0.60411899
1053,8,0.77803204
1054,2,0.75057208
1054,3,0.73684211
1054,4,0.62929062
1054,5,0.77803204
1054,6,0.87185355
1054,8,0.81006865
1055,0,0.7208238
1055,1,0.70251716
1055,2,0.7208238
1055,4,0.69107551
1055,6,0.86727689
1055,7,0.65446224
1055,8,0.97025172
1056,0,0.71853547
1056,1,0.72768879
1056,2,0.72997712
1056,3,0.75286041
1056,4,0.69336384
1056,5,0.77116705
1056,6,0.90617849
1056,7,0.51258581
1056,8,0.89702517
1057,0,0.73226545
1057,1,0.73226545
1057,2,0.74370709
1057,4,0.67048055
1057,5,0.78718535
1057,6,0.91304348
1057,7,0.62471396
1057,8,0.88100686
1058,0,0.73226545
1058,1,0.72540046
1058,2,0.74599542
1058,3,0.76201373
1058,5,0.75743707
1058,7,0.63844394
1058,8,0.8604119
1059,0,0.71395881
1059,1,0.72540046
1059,2,0.72768879
1059,3,0.79633867
1059,4,0.67276888
1059,5,0.7826087
1059,7,0.60183066
1059,8,0.85125858
1060,1,0.72997712
1060,2,0.71395881
1060,3,0.71853547
1060,4,0.72768879
1060,5,0.76659039
1060,6,0.83981693
1060,7,0.61784897
1060,8,0.92448513
1061,0,0.71395881
1061,1,0.71395881
1061,3,0.77116705
1061,4,0.68649886
1061,6,0.85812357
1061,7,0.49656751
1061,8,0.82379863
1062,0,0.75057208
1062,1,0.73455378
1062,3,0.74828375
1062,4,0.71167048
1062,5,0.77574371
1062,6,0.82837529
1062,8,0.8993135
1063,0,0.70938215
1063,1,0.70938215
1063,2,0.73455378
1063,3,0.71853547
1063,4,0.69565217
1063,5,0.76659039
1063,6,0.77803204
1063,7,0.63615561
1063,8,0.8375286
1064,0,0.74599542
1064,2,0.73913043
1064,3,0.78718535
1064,4,0.70022883
1064,5,0.77345538
1064,6,0.82379863
1064,7,0.66590389
1064,8,0.95194508
1065,0,0.72997712
1065,1,0.72540046
1065,2,0.71167048
1065,3,0.77116705
1065,4,0.72768879
1065,5,0.76659039
1065,6,0.83066362
1065,8,0.89016018
1066,0,0.73455378
1066,1,0.71395881
1066,2,0.7208238
1066,3,0.7826087
1066,5,0.75057208
1066,6,0.73913043
1066,7,0.64988558
1066,8,0.91304348
1067,0,0.73226545
1067,2,0.75743707
1067,3,0.78718535
1067,5,0.77574371
1067,7,0.70480549
1067,8,0.84668192
1068,0,0.73913043
1068,2,0.74370709
1068,3,0.80549199
1068,4,0.70022883
1068,5,0.77116705
1068,6,0.88787185
1068,7,0.63615561
1068,8,0.91075515
1069,1,0.72997712
1069,2,0.74599542
1069,3,0.77574371
1069,4,0.66132723
1069,5,0.75057208
1069,7,0.6590389
1069,8,0.85354691
1070,0,0.71853547
1070,1,0.7208238
1070,3,0.75743707
1070,4,0.74370709
1070,5,0.76430206
1070,6,0.6819222
1070,7,0.63386728
1070,8,0.86956522
1071,0,0.74599542
1071,1,0.72311213
1071,2,0.73455378
1071,3,0.77345538
1071,4,0.71395881
1071,5,0.7826087
1071,6,1.0
1071,7,0.67505721
1072,0,0.73455378
1072,2,0.73455378
1072,3,0.78947368
1072,4,0.68421053
1072,5,0.75057208
1072,6,0.92677346
1072,7,0.51716247
1073,0,0.72997712
1073,1,0.71624714
1073,2,0.72311213
1073,3,0.73455378
1073,4,0.65675057
1073,5,0.78489703
1073,6,0.81693364
1073,7,0.55377574
1073,8,0.93135011
1074,0,0.72540046
1074,1,0.73226545
1074,2,0.75057208
1074,3,0.75286041
1074,4,0.71624714
1074,5,0.80320366
1074,7,0.73913043
1074,8,0.82379863
1075,0,0.71853547
1075,1,0.72311213
1075,2,0.72311213
1075,3,0.75057208
1075,4,0.69336384
1075,5,0.74599542
1075,6,0.8375286
1075,7,0.45080092
1075,8,0.86956522
1076,0,0.72768879
1076,1,0.71167048
1076,2,0.71624714
1076,3,0.70251716
1076,4,0.73226545
1076,5,0.78718535
1076,6,0.84668192
1076,7,0.60411899
1076,8,0.87414188
1077,0,0.71624714
1077,1,0.70938215
1077,2,0.73913043
1077,3,0.7597254
1077,4,0.68649886
1077,5,0.76659039
1077,7,0.70022883
1077,8,0.88329519
1078,0,0.74599542
1078,1,0.72997712
1078,2,0.74370709
1078,3,0.72768879
1078,4,0.68649886
1078,5,0.78947368
1078,6,0.81693364
1078,7,0.62700229
1078,8,0.85354691
1079,0,0.7208238
1079,1,0.73455378
1079,3,0.76659039
1079,4,0.72768879
1079,5,0.76887872
1079,6,0.85812357
1079,8,0.96338673
1080,0,0.73684211
1080,2,0.74370709
1080,3,0.77803204
1080,5,0.78489703
1080,6,0.82837529
1080,7,0.59267735
1080,8,0.80091533
1081,0,0.71395881
1081,1,0.71853547
1081,2,0.72311213
1081,4,0.7208238
1081,6,0.83295195
1081,7,0.62929062
1081,8,0.92677346
1082,0,0.73455378
1082,1,0.71853547
1082,2,0.72997712
1082,3,0.74599542
1082,5,0.77574371
1082,7,0.59496568
1082,8,0.91533181
1083,0,0.75057208
1083,1,0.74370709
1083,2,0.73684211
1083,3,0.81235698
1083,4,0.71624714
1083,5,0.76887872
1083,6,0.86498856
1083,7,0.63844394
1083,8,0.96338673
1084,0,0.72311213
1084,1,0.7208238
1084,2,0.73455378
1084,3,0.72768879
1084,4,0.71853547
1084,5,0.75057208
1084,6,0.76659039
1084,7,0.57665904
1084,8,0.79176201
1085,0,0.73913043
1085,1,0.71395881
1085,2,0.7208238
1085,3,0.78947368
1085,4,0.6979405
1085,5,0.74599542
1085,6,0.84439359
1085,7,0.70022883
1085,8,0.82379863
1086,0,0.73913043
1086,1,0.72768879
1086,2,0.73455378
1086,3,0.78032037
1086,4,0.70938215
1086,5,0.78032037
1086,6,0.85583524
1086,7,0.72540046
1086,8,0.93592677
1087,0,0.72311213
1087,1,0.7208238
